driver,spec,month,n_bugs_created,n_files,n_noncomment_lines
CSHARP,command-monitoring,2024-04,0,0,0
CSHARP,connection-string,2024-04,0,20,3025
CSHARP,gridfs,2024-04,0,8,2114
CSHARP,read-write-concern,2024-04,0,12,1725
CSHARP,max-staleness,2024-04,0,64,3258
CSHARP,retryable-writes,2024-04,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-04,0,126,1174
CSHARP,transactions,2024-04,0,71,39375
CSHARP,auth,2024-04,0,4,1960
CSHARP,change-streams,2024-04,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-04,0,70,4840
CSHARP,retryable-reads,2024-04,0,90,27268
CSHARP,transactions-convenient-api,2024-04,0,18,5514
CSHARP,uri-options,2024-04,0,20,2542
CSHARP,sessions,2024-04,0,14,4370
CSHARP,client-side-encryption,2024-04,0,234,115052
CSHARP,atlas-data-lake-testing,2024-04,0,14,425
CSHARP,unified-test-format,2024-04,0,78,8859
CSHARP,versioned-api,2024-04,0,12,3881
CSHARP,load-balancers,2024-04,0,16,5460
CSHARP,collection-management,2024-04,0,6,1030
CSHARP,client-side-operations-timeout,2024-04,0,0,0
CSHARP,command-logging-and-monitoring,2024-04,0,48,8598
CSHARP,run-command,2024-04,0,0,0
CSHARP,index-management,2024-04,0,10,894
CSHARP,mongodb-handshake,2024-04,0,0,0
CSHARP,open-telemetry,2024-04,0,0,0
CSHARP,client-backpressure,2024-04,0,0,0
CSHARP,bson-corpus,2024-04,0,38,9177
CSHARP,wire-protocol,2024-04,0,0,0
CSHARP,cursors,2024-04,0,0,0
CSHARP,compression,2024-04,0,0,0
CSHARP,logging,2024-04,0,0,0
CSHARP,ocsp,2024-04,0,0,0
CSHARP,server-discovery-and-monitoring,2024-05,0,426,40851
CSHARP,crud,2024-05,0,246,39159
CSHARP,server-selection,2024-05,0,128,5468
CSHARP,command-monitoring,2024-05,0,0,0
CSHARP,connection-string,2024-05,1,20,3025
CSHARP,gridfs,2024-05,0,8,2114
CSHARP,read-write-concern,2024-05,0,12,1725
CSHARP,max-staleness,2024-05,0,64,3258
CSHARP,retryable-writes,2024-05,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-05,0,126,1174
CSHARP,transactions,2024-05,0,71,39375
CSHARP,auth,2024-05,1,4,1805
CSHARP,change-streams,2024-05,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-05,0,70,4840
CSHARP,retryable-reads,2024-05,0,90,27268
CSHARP,transactions-convenient-api,2024-05,0,18,5514
CSHARP,uri-options,2024-05,0,20,2542
CSHARP,sessions,2024-05,0,14,4370
CSHARP,client-side-encryption,2024-05,0,234,115052
CSHARP,atlas-data-lake-testing,2024-05,0,14,425
CSHARP,unified-test-format,2024-05,0,78,8859
CSHARP,versioned-api,2024-05,0,12,3881
CSHARP,load-balancers,2024-05,0,16,5460
CSHARP,collection-management,2024-05,0,6,1030
CSHARP,client-side-operations-timeout,2024-05,0,0,0
CSHARP,command-logging-and-monitoring,2024-05,0,48,8598
CSHARP,run-command,2024-05,0,0,0
CSHARP,index-management,2024-05,0,10,894
CSHARP,mongodb-handshake,2024-05,0,0,0
CSHARP,open-telemetry,2024-05,0,0,0
CSHARP,client-backpressure,2024-05,0,0,0
CSHARP,bson-corpus,2024-05,0,38,9177
CSHARP,wire-protocol,2024-05,0,0,0
CSHARP,cursors,2024-05,0,0,0
CSHARP,compression,2024-05,0,0,0
CSHARP,logging,2024-05,0,0,0
CSHARP,ocsp,2024-05,0,0,0
CSHARP,server-discovery-and-monitoring,2024-06,0,426,40851
CSHARP,crud,2024-06,0,246,39159
CSHARP,server-selection,2024-06,0,128,5468
CSHARP,command-monitoring,2024-06,0,0,0
CSHARP,connection-string,2024-06,0,20,3139
CSHARP,gridfs,2024-06,0,8,2114
CSHARP,read-write-concern,2024-06,0,12,1725
CSHARP,max-staleness,2024-06,0,64,3258
CSHARP,retryable-writes,2024-06,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-06,0,126,1174
CSHARP,transactions,2024-06,0,71,39375
CSHARP,auth,2024-06,0,4,1805
CSHARP,change-streams,2024-06,1,16,12149
CSHARP,connection-monitoring-and-pooling,2024-06,0,70,4840
CSHARP,retryable-reads,2024-06,0,90,27268
CSHARP,transactions-convenient-api,2024-06,0,18,5514
CSHARP,uri-options,2024-06,0,20,2542
CSHARP,sessions,2024-06,0,14,4370
CSHARP,client-side-encryption,2024-06,0,234,115052
CSHARP,atlas-data-lake-testing,2024-06,0,14,425
CSHARP,unified-test-format,2024-06,0,78,8859
CSHARP,versioned-api,2024-06,0,12,3881
CSHARP,load-balancers,2024-06,0,16,5460
CSHARP,collection-management,2024-06,0,6,1030
CSHARP,client-side-operations-timeout,2024-06,0,0,0
CSHARP,command-logging-and-monitoring,2024-06,0,48,8654
CSHARP,run-command,2024-06,0,0,0
CSHARP,index-management,2024-06,0,12,1265
CSHARP,mongodb-handshake,2024-06,0,0,0
CSHARP,open-telemetry,2024-06,0,0,0
CSHARP,client-backpressure,2024-06,0,0,0
CSHARP,bson-corpus,2024-06,0,38,9177
CSHARP,wire-protocol,2024-06,0,0,0
CSHARP,cursors,2024-06,0,0,0
CSHARP,compression,2024-06,0,0,0
CSHARP,logging,2024-06,0,0,0
CSHARP,ocsp,2024-06,0,0,0
CSHARP,server-discovery-and-monitoring,2024-07,1,426,40851
CSHARP,crud,2024-07,0,246,39159
CSHARP,server-selection,2024-07,0,128,5468
CSHARP,command-monitoring,2024-07,0,0,0
CSHARP,connection-string,2024-07,0,20,3102
CSHARP,gridfs,2024-07,0,8,2114
CSHARP,read-write-concern,2024-07,0,12,1725
CSHARP,max-staleness,2024-07,0,64,3258
CSHARP,retryable-writes,2024-07,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-07,0,126,1174
CSHARP,transactions,2024-07,0,71,39375
CSHARP,auth,2024-07,0,4,1734
CSHARP,change-streams,2024-07,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-07,0,70,4840
CSHARP,retryable-reads,2024-07,0,90,27268
CSHARP,transactions-convenient-api,2024-07,0,18,5514
CSHARP,uri-options,2024-07,0,20,2542
CSHARP,sessions,2024-07,1,14,4370
CSHARP,client-side-encryption,2024-07,0,234,115857
CSHARP,atlas-data-lake-testing,2024-07,0,14,425
CSHARP,unified-test-format,2024-07,0,78,8859
CSHARP,versioned-api,2024-07,0,12,3881
CSHARP,load-balancers,2024-07,0,16,5460
CSHARP,collection-management,2024-07,0,6,1030
CSHARP,client-side-operations-timeout,2024-07,0,0,0
CSHARP,command-logging-and-monitoring,2024-07,0,48,8654
CSHARP,run-command,2024-07,0,0,0
CSHARP,index-management,2024-07,0,12,1265
CSHARP,mongodb-handshake,2024-07,0,0,0
CSHARP,open-telemetry,2024-07,0,0,0
CSHARP,client-backpressure,2024-07,0,0,0
CSHARP,bson-corpus,2024-07,0,38,9177
CSHARP,wire-protocol,2024-07,0,0,0
CSHARP,cursors,2024-07,0,0,0
CSHARP,compression,2024-07,0,0,0
CSHARP,logging,2024-07,0,0,0
CSHARP,ocsp,2024-07,0,0,0
CSHARP,server-discovery-and-monitoring,2024-08,0,426,40851
CSHARP,crud,2024-08,0,246,39159
CSHARP,server-selection,2024-08,0,128,5468
CSHARP,command-monitoring,2024-08,0,0,0
CSHARP,connection-string,2024-08,0,20,3102
CSHARP,gridfs,2024-08,0,8,2114
CSHARP,read-write-concern,2024-08,0,12,1725
CSHARP,max-staleness,2024-08,0,64,3258
CSHARP,retryable-writes,2024-08,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-08,0,126,1174
CSHARP,transactions,2024-08,0,71,39375
CSHARP,auth,2024-08,1,4,1734
CSHARP,change-streams,2024-08,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-08,0,70,4840
CSHARP,retryable-reads,2024-08,0,90,27268
CSHARP,transactions-convenient-api,2024-08,0,18,5514
CSHARP,uri-options,2024-08,0,20,2542
CSHARP,sessions,2024-08,0,14,4370
CSHARP,client-side-encryption,2024-08,0,242,118664
CSHARP,atlas-data-lake-testing,2024-08,0,14,425
CSHARP,unified-test-format,2024-08,0,78,8859
CSHARP,versioned-api,2024-08,0,12,3881
CSHARP,load-balancers,2024-08,0,16,5460
CSHARP,collection-management,2024-08,0,6,1030
CSHARP,client-side-operations-timeout,2024-08,0,0,0
CSHARP,command-logging-and-monitoring,2024-08,0,48,8654
CSHARP,run-command,2024-08,0,0,0
CSHARP,index-management,2024-08,0,12,1265
CSHARP,mongodb-handshake,2024-08,0,0,0
CSHARP,open-telemetry,2024-08,0,0,0
CSHARP,client-backpressure,2024-08,0,0,0
CSHARP,bson-corpus,2024-08,0,38,9177
CSHARP,wire-protocol,2024-08,0,0,0
CSHARP,cursors,2024-08,0,0,0
CSHARP,compression,2024-08,0,0,0
CSHARP,logging,2024-08,0,0,0
CSHARP,ocsp,2024-08,0,0,0
CSHARP,server-discovery-and-monitoring,2024-09,0,426,40951
CSHARP,crud,2024-09,0,246,39159
CSHARP,server-selection,2024-09,0,128,5468
CSHARP,command-monitoring,2024-09,0,0,0
CSHARP,connection-string,2024-09,0,20,3102
CSHARP,gridfs,2024-09,0,8,2114
CSHARP,read-write-concern,2024-09,0,12,1725
CSHARP,max-staleness,2024-09,0,64,3258
CSHARP,retryable-writes,2024-09,0,64,12090
CSHARP,initial-dns-seedlist-discovery,2024-09,0,126,1174
CSHARP,transactions,2024-09,0,71,39375
CSHARP,auth,2024-09,0,4,1734
CSHARP,change-streams,2024-09,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-09,0,70,4840
CSHARP,retryable-reads,2024-09,0,90,27268
CSHARP,transactions-convenient-api,2024-09,0,18,5514
CSHARP,uri-options,2024-09,0,20,2542
CSHARP,sessions,2024-09,0,14,4370
CSHARP,client-side-encryption,2024-09,0,242,118664
CSHARP,atlas-data-lake-testing,2024-09,0,14,425
CSHARP,unified-test-format,2024-09,0,78,8859
CSHARP,versioned-api,2024-09,0,12,3881
CSHARP,load-balancers,2024-09,0,16,5460
CSHARP,collection-management,2024-09,0,6,1030
CSHARP,client-side-operations-timeout,2024-09,0,0,0
CSHARP,command-logging-and-monitoring,2024-09,0,48,8654
CSHARP,run-command,2024-09,0,0,0
CSHARP,index-management,2024-09,0,12,1265
CSHARP,mongodb-handshake,2024-09,0,0,0
CSHARP,open-telemetry,2024-09,0,0,0
CSHARP,client-backpressure,2024-09,0,0,0
CSHARP,bson-corpus,2024-09,0,38,9177
CSHARP,wire-protocol,2024-09,0,0,0
CSHARP,cursors,2024-09,0,0,0
CSHARP,compression,2024-09,0,0,0
CSHARP,logging,2024-09,0,0,0
CSHARP,ocsp,2024-09,0,0,0
CSHARP,server-discovery-and-monitoring,2024-10,0,426,40951
CSHARP,crud,2024-10,0,268,46299
CSHARP,server-selection,2024-10,0,128,5748
CSHARP,command-monitoring,2024-10,0,0,0
CSHARP,connection-string,2024-10,0,20,3102
CSHARP,gridfs,2024-10,0,8,2102
CSHARP,read-write-concern,2024-10,0,12,1725
CSHARP,max-staleness,2024-10,0,64,3258
CSHARP,retryable-writes,2024-10,1,68,13888
CSHARP,initial-dns-seedlist-discovery,2024-10,0,126,1174
CSHARP,transactions,2024-10,0,71,39375
CSHARP,auth,2024-10,0,4,1734
CSHARP,change-streams,2024-10,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-10,0,70,4840
CSHARP,retryable-reads,2024-10,0,90,27268
CSHARP,transactions-convenient-api,2024-10,0,18,5514
CSHARP,uri-options,2024-10,0,20,2542
CSHARP,sessions,2024-10,0,14,4370
CSHARP,client-side-encryption,2024-10,0,246,119228
CSHARP,atlas-data-lake-testing,2024-10,0,14,425
CSHARP,unified-test-format,2024-10,0,78,8859
CSHARP,versioned-api,2024-10,0,12,3881
CSHARP,load-balancers,2024-10,0,16,5460
CSHARP,collection-management,2024-10,0,6,1030
CSHARP,client-side-operations-timeout,2024-10,0,0,0
CSHARP,command-logging-and-monitoring,2024-10,0,50,8977
CSHARP,run-command,2024-10,0,0,0
CSHARP,index-management,2024-10,0,12,1265
CSHARP,mongodb-handshake,2024-10,0,0,0
CSHARP,open-telemetry,2024-10,0,0,0
CSHARP,client-backpressure,2024-10,0,0,0
CSHARP,bson-corpus,2024-10,0,38,9177
CSHARP,wire-protocol,2024-10,0,0,0
CSHARP,cursors,2024-10,0,0,0
CSHARP,compression,2024-10,0,0,0
CSHARP,logging,2024-10,0,0,0
CSHARP,ocsp,2024-10,0,0,0
CSHARP,server-discovery-and-monitoring,2024-11,0,434,41550
CSHARP,crud,2024-11,0,280,47947
CSHARP,server-selection,2024-11,0,128,5748
CSHARP,command-monitoring,2024-11,0,0,0
CSHARP,connection-string,2024-11,0,20,3102
CSHARP,gridfs,2024-11,0,8,2102
CSHARP,read-write-concern,2024-11,0,12,1725
CSHARP,max-staleness,2024-11,0,64,3258
CSHARP,retryable-writes,2024-11,0,68,14487
CSHARP,initial-dns-seedlist-discovery,2024-11,0,126,1174
CSHARP,transactions,2024-11,0,71,39375
CSHARP,auth,2024-11,0,4,1734
CSHARP,change-streams,2024-11,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-11,0,70,4876
CSHARP,retryable-reads,2024-11,0,90,27268
CSHARP,transactions-convenient-api,2024-11,0,18,5514
CSHARP,uri-options,2024-11,0,20,2542
CSHARP,sessions,2024-11,0,14,4370
CSHARP,client-side-encryption,2024-11,0,246,119226
CSHARP,atlas-data-lake-testing,2024-11,0,14,425
CSHARP,unified-test-format,2024-11,0,78,8859
CSHARP,versioned-api,2024-11,0,12,3881
CSHARP,load-balancers,2024-11,0,16,5460
CSHARP,collection-management,2024-11,0,6,1030
CSHARP,client-side-operations-timeout,2024-11,0,0,0
CSHARP,command-logging-and-monitoring,2024-11,0,50,8977
CSHARP,run-command,2024-11,0,0,0
CSHARP,index-management,2024-11,0,12,1459
CSHARP,mongodb-handshake,2024-11,0,0,0
CSHARP,open-telemetry,2024-11,0,0,0
CSHARP,client-backpressure,2024-11,0,0,0
CSHARP,bson-corpus,2024-11,0,38,9177
CSHARP,wire-protocol,2024-11,0,0,0
CSHARP,cursors,2024-11,0,0,0
CSHARP,compression,2024-11,0,0,0
CSHARP,logging,2024-11,0,0,0
CSHARP,ocsp,2024-11,0,0,0
CSHARP,server-discovery-and-monitoring,2024-12,0,434,41550
CSHARP,crud,2024-12,0,280,47947
CSHARP,server-selection,2024-12,0,128,5748
CSHARP,command-monitoring,2024-12,0,0,0
CSHARP,connection-string,2024-12,0,20,3102
CSHARP,gridfs,2024-12,0,8,2926
CSHARP,read-write-concern,2024-12,0,12,1725
CSHARP,max-staleness,2024-12,0,64,3258
CSHARP,retryable-writes,2024-12,1,70,18812
CSHARP,initial-dns-seedlist-discovery,2024-12,0,126,1174
CSHARP,transactions,2024-12,1,71,39375
CSHARP,auth,2024-12,0,4,1769
CSHARP,change-streams,2024-12,0,16,12149
CSHARP,connection-monitoring-and-pooling,2024-12,0,70,4876
CSHARP,retryable-reads,2024-12,0,90,27268
CSHARP,transactions-convenient-api,2024-12,0,18,5514
CSHARP,uri-options,2024-12,0,20,2542
CSHARP,sessions,2024-12,0,14,4370
CSHARP,client-side-encryption,2024-12,0,246,119226
CSHARP,atlas-data-lake-testing,2024-12,0,14,425
CSHARP,unified-test-format,2024-12,0,78,8859
CSHARP,versioned-api,2024-12,0,12,3881
CSHARP,load-balancers,2024-12,0,16,5460
CSHARP,collection-management,2024-12,0,6,1030
CSHARP,client-side-operations-timeout,2024-12,0,0,0
CSHARP,command-logging-and-monitoring,2024-12,0,50,8977
CSHARP,run-command,2024-12,0,0,0
CSHARP,index-management,2024-12,0,12,1459
CSHARP,mongodb-handshake,2024-12,0,0,0
CSHARP,open-telemetry,2024-12,0,0,0
CSHARP,client-backpressure,2024-12,0,0,0
CSHARP,bson-corpus,2024-12,0,38,9177
CSHARP,wire-protocol,2024-12,0,0,0
CSHARP,cursors,2024-12,0,0,0
CSHARP,compression,2024-12,0,0,0
CSHARP,logging,2024-12,0,0,0
CSHARP,ocsp,2024-12,0,0,0
CSHARP,server-discovery-and-monitoring,2025-01,0,434,41550
CSHARP,crud,2025-01,0,280,47947
CSHARP,server-selection,2025-01,0,128,5748
CSHARP,command-monitoring,2025-01,0,0,0
CSHARP,connection-string,2025-01,1,20,3102
CSHARP,gridfs,2025-01,0,8,2926
CSHARP,read-write-concern,2025-01,0,12,1725
CSHARP,max-staleness,2025-01,0,64,3258
CSHARP,retryable-writes,2025-01,0,70,18812
CSHARP,initial-dns-seedlist-discovery,2025-01,0,126,1174
CSHARP,transactions,2025-01,0,79,51198
CSHARP,auth,2025-01,1,4,1769
CSHARP,change-streams,2025-01,0,16,12149
CSHARP,connection-monitoring-and-pooling,2025-01,0,70,4876
CSHARP,retryable-reads,2025-01,0,90,27268
CSHARP,transactions-convenient-api,2025-01,0,18,5514
CSHARP,uri-options,2025-01,0,20,2542
CSHARP,sessions,2025-01,0,14,4370
CSHARP,client-side-encryption,2025-01,0,246,119226
CSHARP,atlas-data-lake-testing,2025-01,0,14,425
CSHARP,unified-test-format,2025-01,0,78,8859
CSHARP,versioned-api,2025-01,0,12,4003
CSHARP,load-balancers,2025-01,0,16,5460
CSHARP,collection-management,2025-01,0,6,1030
CSHARP,client-side-operations-timeout,2025-01,0,0,0
CSHARP,command-logging-and-monitoring,2025-01,0,50,8977
CSHARP,run-command,2025-01,0,0,0
CSHARP,index-management,2025-01,0,12,1459
CSHARP,mongodb-handshake,2025-01,0,0,0
CSHARP,open-telemetry,2025-01,0,0,0
CSHARP,client-backpressure,2025-01,0,0,0
CSHARP,bson-corpus,2025-01,0,38,9177
CSHARP,wire-protocol,2025-01,0,0,0
CSHARP,cursors,2025-01,0,0,0
CSHARP,compression,2025-01,0,0,0
CSHARP,logging,2025-01,0,0,0
CSHARP,ocsp,2025-01,0,0,0
CSHARP,server-discovery-and-monitoring,2025-02,0,434,41550
CSHARP,crud,2025-02,0,280,47947
CSHARP,server-selection,2025-02,0,128,5748
CSHARP,command-monitoring,2025-02,0,0,0
CSHARP,connection-string,2025-02,0,20,3102
CSHARP,gridfs,2025-02,0,8,2926
CSHARP,read-write-concern,2025-02,1,12,1725
CSHARP,max-staleness,2025-02,0,64,3258
CSHARP,retryable-writes,2025-02,0,70,18812
CSHARP,initial-dns-seedlist-discovery,2025-02,0,126,1174
CSHARP,transactions,2025-02,0,79,51198
CSHARP,auth,2025-02,0,4,1769
CSHARP,change-streams,2025-02,0,16,12149
CSHARP,connection-monitoring-and-pooling,2025-02,0,70,4876
CSHARP,retryable-reads,2025-02,0,90,27268
CSHARP,transactions-convenient-api,2025-02,0,18,5514
CSHARP,uri-options,2025-02,0,20,2542
CSHARP,sessions,2025-02,0,14,4370
CSHARP,client-side-encryption,2025-02,0,251,119334
CSHARP,atlas-data-lake-testing,2025-02,0,14,425
CSHARP,unified-test-format,2025-02,0,78,8859
CSHARP,versioned-api,2025-02,0,12,4003
CSHARP,load-balancers,2025-02,0,16,5477
CSHARP,collection-management,2025-02,0,6,1030
CSHARP,client-side-operations-timeout,2025-02,0,0,0
CSHARP,command-logging-and-monitoring,2025-02,0,50,8977
CSHARP,run-command,2025-02,0,0,0
CSHARP,index-management,2025-02,0,12,1459
CSHARP,mongodb-handshake,2025-02,0,0,0
CSHARP,open-telemetry,2025-02,0,0,0
CSHARP,client-backpressure,2025-02,0,0,0
CSHARP,bson-corpus,2025-02,0,41,9412
CSHARP,wire-protocol,2025-02,0,0,0
CSHARP,cursors,2025-02,0,0,0
CSHARP,compression,2025-02,0,0,0
CSHARP,logging,2025-02,0,0,0
CSHARP,ocsp,2025-02,0,0,0
CSHARP,server-discovery-and-monitoring,2025-03,0,434,41550
CSHARP,crud,2025-03,0,280,47947
CSHARP,server-selection,2025-03,0,128,5748
CSHARP,command-monitoring,2025-03,0,0,0
CSHARP,connection-string,2025-03,0,20,3102
CSHARP,gridfs,2025-03,0,8,2926
CSHARP,read-write-concern,2025-03,0,12,2142
CSHARP,max-staleness,2025-03,0,64,3258
CSHARP,retryable-writes,2025-03,0,70,18810
CSHARP,initial-dns-seedlist-discovery,2025-03,0,126,1174
CSHARP,transactions,2025-03,0,79,51196
CSHARP,auth,2025-03,0,4,1769
CSHARP,change-streams,2025-03,1,18,12373
CSHARP,connection-monitoring-and-pooling,2025-03,0,70,4876
CSHARP,retryable-reads,2025-03,0,90,40093
CSHARP,transactions-convenient-api,2025-03,0,20,7368
CSHARP,uri-options,2025-03,0,20,2542
CSHARP,sessions,2025-03,0,14,4791
CSHARP,client-side-encryption,2025-03,0,253,119612
CSHARP,atlas-data-lake-testing,2025-03,0,0,0
CSHARP,unified-test-format,2025-03,0,104,10535
CSHARP,versioned-api,2025-03,0,12,4003
CSHARP,load-balancers,2025-03,0,16,5519
CSHARP,collection-management,2025-03,0,6,1030
CSHARP,client-side-operations-timeout,2025-03,0,0,0
CSHARP,command-logging-and-monitoring,2025-03,0,50,8977
CSHARP,run-command,2025-03,0,0,0
CSHARP,index-management,2025-03,0,12,1459
CSHARP,mongodb-handshake,2025-03,0,0,0
CSHARP,open-telemetry,2025-03,0,0,0
CSHARP,client-backpressure,2025-03,0,0,0
CSHARP,bson-corpus,2025-03,0,41,9412
CSHARP,wire-protocol,2025-03,0,0,0
CSHARP,cursors,2025-03,0,0,0
CSHARP,compression,2025-03,0,0,0
CSHARP,logging,2025-03,0,0,0
CSHARP,ocsp,2025-03,0,0,0
CSHARP,server-discovery-and-monitoring,2025-04,0,434,41550
CSHARP,crud,2025-04,0,282,48285
CSHARP,server-selection,2025-04,0,128,5748
CSHARP,command-monitoring,2025-04,0,0,0
CSHARP,connection-string,2025-04,0,20,3102
CSHARP,gridfs,2025-04,0,8,2926
CSHARP,read-write-concern,2025-04,0,12,2142
CSHARP,max-staleness,2025-04,0,64,3258
CSHARP,retryable-writes,2025-04,0,70,18810
CSHARP,initial-dns-seedlist-discovery,2025-04,0,126,1174
CSHARP,transactions,2025-04,0,79,51196
CSHARP,auth,2025-04,0,4,1769
CSHARP,change-streams,2025-04,0,18,12296
CSHARP,connection-monitoring-and-pooling,2025-04,0,70,4876
CSHARP,retryable-reads,2025-04,0,90,40093
CSHARP,transactions-convenient-api,2025-04,0,20,7368
CSHARP,uri-options,2025-04,0,20,2572
CSHARP,sessions,2025-04,0,14,4791
CSHARP,client-side-encryption,2025-04,0,253,119612
CSHARP,atlas-data-lake-testing,2025-04,0,0,0
CSHARP,unified-test-format,2025-04,0,104,10535
CSHARP,versioned-api,2025-04,0,12,4003
CSHARP,load-balancers,2025-04,0,16,5519
CSHARP,collection-management,2025-04,0,6,1030
CSHARP,client-side-operations-timeout,2025-04,0,0,0
CSHARP,command-logging-and-monitoring,2025-04,0,50,8976
CSHARP,run-command,2025-04,0,0,0
CSHARP,index-management,2025-04,0,12,1459
CSHARP,mongodb-handshake,2025-04,0,0,0
CSHARP,open-telemetry,2025-04,0,0,0
CSHARP,client-backpressure,2025-04,0,0,0
CSHARP,bson-corpus,2025-04,0,41,9413
CSHARP,wire-protocol,2025-04,0,0,0
CSHARP,cursors,2025-04,0,0,0
CSHARP,compression,2025-04,0,0,0
CSHARP,logging,2025-04,0,0,0
CSHARP,ocsp,2025-04,0,0,0
CSHARP,server-discovery-and-monitoring,2025-05,0,434,41550
CSHARP,crud,2025-05,0,282,48285
CSHARP,server-selection,2025-05,0,128,5748
CSHARP,command-monitoring,2025-05,0,0,0
CSHARP,connection-string,2025-05,0,20,3102
CSHARP,gridfs,2025-05,0,8,2926
CSHARP,read-write-concern,2025-05,0,12,2142
CSHARP,max-staleness,2025-05,0,64,3258
CSHARP,retryable-writes,2025-05,0,70,18810
CSHARP,initial-dns-seedlist-discovery,2025-05,0,126,1174
CSHARP,transactions,2025-05,0,79,51196
CSHARP,auth,2025-05,0,4,1769
CSHARP,change-streams,2025-05,0,18,12296
CSHARP,connection-monitoring-and-pooling,2025-05,0,70,4876
CSHARP,retryable-reads,2025-05,0,90,40093
CSHARP,transactions-convenient-api,2025-05,0,20,7368
CSHARP,uri-options,2025-05,0,20,2572
CSHARP,sessions,2025-05,0,14,4791
CSHARP,client-side-encryption,2025-05,0,253,119612
CSHARP,atlas-data-lake-testing,2025-05,0,0,0
CSHARP,unified-test-format,2025-05,0,104,10535
CSHARP,versioned-api,2025-05,0,12,4003
CSHARP,load-balancers,2025-05,0,16,5519
CSHARP,collection-management,2025-05,0,6,1030
CSHARP,client-side-operations-timeout,2025-05,0,0,0
CSHARP,command-logging-and-monitoring,2025-05,0,50,8976
CSHARP,run-command,2025-05,0,0,0
CSHARP,index-management,2025-05,0,12,1459
CSHARP,mongodb-handshake,2025-05,0,0,0
CSHARP,open-telemetry,2025-05,0,0,0
CSHARP,client-backpressure,2025-05,0,0,0
CSHARP,bson-corpus,2025-05,0,41,9413
CSHARP,wire-protocol,2025-05,0,0,0
CSHARP,cursors,2025-05,0,0,0
CSHARP,compression,2025-05,0,0,0
CSHARP,logging,2025-05,0,0,0
CSHARP,ocsp,2025-05,0,0,0
CSHARP,server-discovery-and-monitoring,2025-06,0,434,41550
CSHARP,crud,2025-06,0,282,48285
CSHARP,server-selection,2025-06,0,128,5748
CSHARP,command-monitoring,2025-06,0,0,0
CSHARP,connection-string,2025-06,0,20,3102
CSHARP,gridfs,2025-06,0,8,2926
CSHARP,read-write-concern,2025-06,0,12,2142
CSHARP,max-staleness,2025-06,0,64,3258
CSHARP,retryable-writes,2025-06,0,70,18810
CSHARP,initial-dns-seedlist-discovery,2025-06,0,126,1174
CSHARP,transactions,2025-06,0,79,51196
CSHARP,auth,2025-06,0,4,1769
CSHARP,change-streams,2025-06,0,18,12296
CSHARP,connection-monitoring-and-pooling,2025-06,0,70,4876
CSHARP,retryable-reads,2025-06,0,90,40093
CSHARP,transactions-convenient-api,2025-06,0,20,7368
CSHARP,uri-options,2025-06,0,20,2572
CSHARP,sessions,2025-06,0,14,4791
CSHARP,client-side-encryption,2025-06,0,253,119612
CSHARP,atlas-data-lake-testing,2025-06,0,0,0
CSHARP,unified-test-format,2025-06,0,104,10535
CSHARP,versioned-api,2025-06,0,12,4003
CSHARP,load-balancers,2025-06,0,16,5519
CSHARP,collection-management,2025-06,0,6,1030
CSHARP,client-side-operations-timeout,2025-06,0,0,0
CSHARP,command-logging-and-monitoring,2025-06,0,50,8976
CSHARP,run-command,2025-06,0,0,0
CSHARP,index-management,2025-06,0,12,1459
CSHARP,mongodb-handshake,2025-06,0,0,0
CSHARP,open-telemetry,2025-06,0,0,0
CSHARP,client-backpressure,2025-06,0,0,0
CSHARP,bson-corpus,2025-06,0,41,9413
CSHARP,wire-protocol,2025-06,0,0,0
CSHARP,cursors,2025-06,0,0,0
CSHARP,compression,2025-06,0,0,0
CSHARP,logging,2025-06,0,0,0
CSHARP,ocsp,2025-06,0,0,0
CSHARP,server-discovery-and-monitoring,2025-07,0,426,41748
CSHARP,crud,2025-07,0,284,49210
CSHARP,server-selection,2025-07,0,128,5748
CSHARP,command-monitoring,2025-07,0,0,0
CSHARP,connection-string,2025-07,0,20,3102
CSHARP,gridfs,2025-07,0,8,2926
CSHARP,read-write-concern,2025-07,0,12,2142
CSHARP,max-staleness,2025-07,0,64,3258
CSHARP,retryable-writes,2025-07,0,70,18810
CSHARP,initial-dns-seedlist-discovery,2025-07,0,126,1174
CSHARP,transactions,2025-07,0,79,51196
CSHARP,auth,2025-07,0,4,1769
CSHARP,change-streams,2025-07,0,18,12296
CSHARP,connection-monitoring-and-pooling,2025-07,0,70,4876
CSHARP,retryable-reads,2025-07,0,90,40093
CSHARP,transactions-convenient-api,2025-07,0,20,7368
CSHARP,uri-options,2025-07,0,20,2598
CSHARP,sessions,2025-07,0,14,4791
